Year,Violations
2001,96
2002,27
2003,36
2004,27
2005,93
2006,136
2007,95
2008,94
2009,130
2010,147
2011,114
2012,117
2013,77
2014,75
2015,123
2016,51
2017,253
2018,562
2019,1050
2020,980
