YEAR,Total
2001,1218
2002,1630
2003,1708
2004,1425
2005,1429
2006,1425
2007,1422
2008,2252
2009,2173
2010,1964
2011,1920
2012,1990
2013,2073
2014,2464
2015,3347
2016,3308
2017,2114
2018,2415
2019,2623
2020,2644
