YEAR,Total
2001,24
2002,23
2003,32
2004,21
2005,20
2006,21
2007,16
2008,14
2009,3
2010,4
2011,10
2012,9
2013,5
2014,18
2015,17
2016,12
2017,33
2018,32
2019,25
2020,22
