Year,Violations
2001,477
2002,526
2003,565
2004,644
2005,800
2006,1166
2007,1274
2008,1593
2009,2156
2010,2940
2011,3508
2012,3732
2013,3820
2014,4776
2015,5162
2016,4690
2017,4779
2018,5386
2019,6167
2020,5066
2021,11
