Program,State,CD,Facilities,Percent
CAA,HI,,16,13.91304347826087
CWA,HI,,127,7.303047728579644
RCRA,HI,,25,1.7135023989033584
CAA,HI,2,9,17.647058823529413
CWA,HI,2,45,5.821474773609314
RCRA,HI,2,11,1.971326164874552
