Year,Violations
2001,0
2002,0
2003,0
2004,7
2005,9
2006,18
2007,31
2008,52
2009,42
2010,25
2011,13
2012,16
2013,31
2014,21
2015,14
2016,24
2017,26
2018,35
2019,41
2020,33
