Year,Violations
2001,509
2002,454
2003,634
2004,525
2005,563
2006,682
2007,671
2008,746
2009,700
2010,978
2011,848
2012,661
2013,784
2014,759
2015,857
2016,789
2017,969
2018,1325
2019,1529
2020,1330
2021,1
