Date,Count
2001,26
2002,8
2003,9
2004,12
2005,16
2006,23
2007,35
2008,38
2009,27
2010,21
2011,24
2012,35
2013,24
2014,39
2015,62
2016,48
2017,44
2018,12
2019,33
2020,4
