YEAR,Total
2001,53
2002,146
2003,212
2004,188
2005,221
2006,264
2007,357
2008,406
2009,380
2010,371
2011,450
2012,342
2013,215
2014,375
2015,624
2016,362
2017,356
2018,377
2019,301
2020,319
