Year,Violations
2001,216
2002,221
2003,222
2004,198
2005,216
2006,285
2007,281
2008,309
2009,276
2010,259
2011,233
2012,86
2013,72
2014,42
2015,39
2016,29
2017,118
2018,208
2019,440
2020,488
