Date,Count
2001,35
2002,30
2003,14
2004,47
2005,23
2006,22
2007,17
2008,95
2009,25
2010,49
2011,17
2012,11
2013,13
2014,17
2015,37
2016,25
2017,41
2018,17
2019,4
