Year,Violations
2001,0
2002,0
2003,0
2004,9
2005,43
2006,65
2007,70
2008,57
2009,18
2010,20
2011,9
2012,12
2013,8
2014,2
2015,4
2016,17
2017,27
2018,41
2019,67
2020,31
