YEAR,Total
2001,31
2002,13
2003,18
2004,49
2005,63
2006,47
2007,70
2008,88
2009,101
2010,78
2011,22
2012,20
2013,34
2014,15
2015,24
2016,22
2017,31
2018,34
2019,40
2020,52
