,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
75453,SARITA SEWER & WSC,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110034274103,32.80098,-96.77444
37914,CONCRETE BATCH PLANT 1,12,,http://echo.epa.gov/detailed-facility-report?fid=110064419829,32.62448,-96.71064
56629,D BAR B WWTF,11,1.0,http://echo.epa.gov/detailed-facility-report?fid=110025310722,32.65546,-96.67706
64952,TXI - CORINTH STREET READY MIX,11,,http://echo.epa.gov/detailed-facility-report?fid=110060257573,32.761231,-96.793227
15196,CENTRAL WWTF,10,3.0,http://echo.epa.gov/detailed-facility-report?fid=110039869112,32.729222,-96.763056
574,SOUTHSIDE WTP STORMWATER FACILITIES IMPROVEMENTS,10,,http://echo.epa.gov/detailed-facility-report?fid=110018920863,32.641333,-96.646867
1107,FULGHUM ROAD CONCRETE BATCH PLANT,10,,http://echo.epa.gov/detailed-facility-report?fid=110070080359,32.62933,-96.67929
13886,C-N-T REDI MIX,10,,http://echo.epa.gov/detailed-facility-report?fid=110070163904,32.70458,-96.74339
17960,CONCRETE BATCH PLANT 1,10,,http://echo.epa.gov/detailed-facility-report?fid=110035357609,32.701256,-96.746576
74378,TXI WINTERGREEN READY MIX,9,,http://echo.epa.gov/detailed-facility-report?fid=110009784536,32.61864,-96.83138
89314,CONCRETE PRODUCTS,9,,http://echo.epa.gov/detailed-facility-report?fid=110070048787,32.77787,-96.66772
30620,DALLAS RAVENVIEW,8,,http://echo.epa.gov/detailed-facility-report?fid=110034252902,32.693000000000005,-96.60163
57794,TXI-WILMER READY MIX,8,,http://echo.epa.gov/detailed-facility-report?fid=110034245993,32.609787,-96.639265
92376,CHASE TOWER,8,,http://echo.epa.gov/detailed-facility-report?fid=110005118586,32.78857,-96.79732
69102,SAN JACINTO TOWER,7,,http://echo.epa.gov/detailed-facility-report?fid=110020846566,32.78792,-96.79812
72556,WILLIAMS CONCRETE PRODUCTS,6,,http://echo.epa.gov/detailed-facility-report?fid=110030771118,32.77787,-96.66772
87013,DALLAS ZOO,6,,http://echo.epa.gov/detailed-facility-report?fid=110055488832,32.743888,-96.813888
8434,DALLAS PLANT,4,,http://echo.epa.gov/detailed-facility-report?fid=110070251611,32.783564,-96.781415
36781,BUCKLEY OIL,4,,http://echo.epa.gov/detailed-facility-report?fid=110000457149,32.76034,-96.79749
85649,TEN MILE CREEK WWTP,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110034250799,32.563831,-96.633251
