,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
111058,QUALITY CABINETS,3,3.0,http://echo.epa.gov/detailed-facility-report?fid=110000456872,32.642109000000005,-96.920862
30749,AQUATIC,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000456863,32.612970000000004,-96.74059
69238,RSI KIEST BOULEVARD FACILITY,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110031505413,32.70581,-96.92358
253,MARTIN FOUNDRY DIVISION OF MARTIN SPROCKET & GEAR,0,,http://echo.epa.gov/detailed-facility-report?fid=110000457318,32.77718,-96.77276
2142,MCNEILUS TRUCK AND MFG CO,0,,http://echo.epa.gov/detailed-facility-report?fid=110008149716,32.588826,-96.678277
2263,WESTERN AUTO STORE #18,0,,http://echo.epa.gov/detailed-facility-report?fid=110001870388,32.80801,-96.68298
3202,GRISSOM CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001879245,32.784625,-96.778805
3586,"TARRANT DALLAS PRINTING, INC.",0,,http://echo.epa.gov/detailed-facility-report?fid=110005173506,32.80453,-96.86719
4710,JACKSON CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001873875,32.618109999999994,-96.857
4941,LAKE JUNE COMET,0,,http://echo.epa.gov/detailed-facility-report?fid=110001872340,32.73415,-96.64905
5049,LANE PLATING,0,,http://echo.epa.gov/detailed-facility-report?fid=110000821727,32.687059999999995,-96.76971
6763,NU-LOOK CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001874437,32.74712,-96.64835
7242,DIXON CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001872386,32.792390000000005,-96.69671
7508,WAL-MART SUPERCENTER (STORE #2667),0,,http://echo.epa.gov/detailed-facility-report?fid=110014327709,32.792474,-96.688628
7518,$1.59 CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001873465,32.604165,-96.83297
7842,BRASSCRAFT LANCASTER,0,,http://echo.epa.gov/detailed-facility-report?fid=110033448240,32.5869,-96.7524
8250,JIFFY DRY CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001872359,32.73417,-96.65742
8485,BACCUS 50 MINUTE CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001875141,32.76911,-96.76845
9131,GREENLEAF,0,,http://echo.epa.gov/detailed-facility-report?fid=110014421679,32.742483,-96.758782
9232,POLO CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001873492,32.60096,-96.8572
