Year,Violations
2001,101
2002,141
2003,217
2004,577
2005,925
2006,953
2007,1083
2008,1165
2009,1315
2010,1234
2011,1462
2012,1789
2013,1967
2014,1856
2015,1925
2016,3573
2017,5450
2018,7322
2019,8049
2020,6329
2021,1
