Program,State,CD,Facilities,Percent
CAA,WV,,7,0.6542056074766356
CWA,WV,,6298,60.627647285329225
RCRA,WV,,63,1.4125560538116593
CAA,WV,3,1,0.3968253968253968
CWA,WV,3,2048,65.57796990073646
RCRA,WV,3,13,1.050080775444265
