Year,Violations
2001,0
2002,0
2003,0
2004,0
2005,2
2006,14
2007,10
2008,2
2009,8
2010,16
2011,3
2012,4
2013,17
2014,77
2015,102
2016,189
2017,160
2018,156
2019,343
2020,112
