Date,Count
2001,120
2002,166
2003,155
2004,169
2005,152
2006,187
2007,187
2008,189
2009,249
2010,259
2011,276
2012,278
2013,320
2014,237
2015,237
2016,190
2017,170
2018,162
2019,164
2020,64
