Program,State,CD,Facilities,Percent
CAA,TX,,278,5.009911695801046
CWA,TX,,2664,6.977475117862755
RCRA,TX,,369,2.504241601628775
CAA,TX,21,1,1.2987012987012987
CWA,TX,21,27,2.551984877126654
RCRA,TX,21,6,2.459016393442623
