Year,Violations
2001,727
2002,870
2003,944
2004,1022
2005,1117
2006,1005
2007,938
2008,955
2009,992
2010,1072
2011,1199
2012,1394
2013,1051
2014,608
2015,606
2016,482
2017,612
2018,517
2019,594
2020,369
