YEAR,Total
2001,36
2002,87
2003,383
2004,390
2005,463
2006,549
2007,512
2008,438
2009,449
2010,621
2011,549
2012,671
2013,542
2014,755
2015,840
2016,995
2017,782
2018,755
2019,585
2020,515
