Date,Count
2001,0
2002,31
2003,10
2004,6
2005,20
2006,10
2007,26
2008,4
2009,9
2010,15
2011,42
2012,19
2013,22
2014,25
2015,44
2016,43
2017,12
2018,36
2019,39
2020,7
