Year,Violations
2001,21
2002,42
2003,58
2004,22
2005,53
2006,105
2007,66
2008,133
2009,88
2010,94
2011,139
2012,184
2013,153
2014,101
2015,83
2016,113
2017,58
2018,51
2019,96
2020,107
