YEAR,Total
2001,23
2002,12
2003,0
2004,0
2005,0
2006,2
2007,1
2008,4
2009,0
2010,1
2011,4
2012,1
2013,14
2014,15
2015,36
2016,23
2017,33
2018,46
2019,44
2020,47
