Date,Sum_District,Sum_State
2010,8042705.998752999,158000438.54859495
2011,8863137.769000005,152226637.99525255
2012,5637999.0775500005,136059139.74821326
2013,1884433.608,139710236.56099996
2014,2412394.7760000005,139772498.96399993
2015,1574033.934,122674620.66999993
2016,1007440.872,118936524.57599995
2017,1026440.1279999999,118932829.20099999
2018,1065803.552,116049037.6908
