Program,State,CD,Facilities,Percent
CAA,SC,,17,0.7688828584350972
CWA,SC,,544,19.868517165814463
RCRA,SC,,64,1.2620784855058176
CAA,SC,6,9,2.295918367346939
CWA,SC,6,117,36.0
RCRA,SC,6,9,1.0514018691588785
