Date,Sum_District,Sum_State
2010,32053188.452155996,59898541.746583015
2011,32034315.276000004,57701661.20299999
2012,31738404.023299992,54072766.957412
2013,29383016.536000002,48299688.058
2014,29152930.636000004,53509897.48099997
2015,26808073.044999994,50018869.947000004
2016,27204398.72100001,47908381.07400001
2017,25091320.992999997,43830034.24900003
2018,26931666.426000006,47411641.734
