Year,Violations
2001,0
2002,0
2003,0
2004,3
2005,37
2006,95
2007,105
2008,113
2009,137
2010,95
2011,18
2012,32
2013,55
2014,43
2015,82
2016,71
2017,73
2018,125
2019,129
2020,132
