Date,Count
2001,5
2002,10
2003,2
2004,2
2005,5
2006,8
2007,3
2008,5
2009,11
2010,12
2011,8
2012,7
2013,14
2014,9
2015,5
2016,5
2017,4
2018,4
2019,1
2020,5
