Date,Sum
2010,149631518.18950704
2011,146663527.49791303
2012,139635534.48323593
2013,135910588.37500003
2014,141360234.27290618
2015,140348002.83869475
2016,141180648.53585893
2017,139544142.0255231
2018,146135691.30333656
