YEAR,Total
2001,3
2002,23
2003,13
2004,41
2005,34
2006,34
2007,39
2008,36
2009,14
2010,11
2011,20
2012,14
2013,16
2014,10
2015,16
2016,13
2017,8
2018,23
2019,74
2020,50
