Year,Violations
2001,46
2002,258
2003,291
2004,249
2005,375
2006,423
2007,450
2008,449
2009,553
2010,445
2011,546
2012,517
2013,394
2014,331
2015,338
2016,267
2017,258
2018,315
2019,346
2020,261
