Program,State,CD,Facilities,Percent
CAA,MD,,17,0.16624291022882848
CWA,MD,,1254,25.72307692307692
RCRA,MD,,36,0.3287971504246963
CAA,MD,2,6,0.38634900193174504
CWA,MD,2,139,23.244147157190636
RCRA,MD,2,7,0.43209876543209874
