Date,Count
2001,136
2002,139
2003,182
2004,282
2005,310
2006,446
2007,680
2008,589
2009,697
2010,692
2011,692
2012,767
2013,760
2014,620
2015,324
2016,225
2017,216
2018,190
2019,123
2020,76
