Program,State,CD,Facilities,Percent
CAA,MO,,10,0.21551724137931033
CWA,MO,,3331,30.825467332963168
RCRA,MO,,235,3.7769206043072967
CAA,MO,6,3,0.5244755244755245
CWA,MO,6,490,30.415890751086284
RCRA,MO,6,28,4.912280701754386
