YEAR,Total
2001,37
2002,61
2003,126
2004,233
2005,211
2006,347
2007,264
2008,286
2009,228
2010,203
2011,196
2012,316
2013,324
2014,343
2015,239
2016,196
2017,299
2018,411
2019,213
2020,164
