Date,Count
2001,23
2002,5
2003,23
2004,17
2005,29
2006,20
2007,5
2008,19
2009,31
2010,19
2011,19
2012,24
2013,36
2014,50
2015,39
2016,32
2017,9
2018,17
2019,11
2020,21
