Year,Violations
2001,171
2002,240
2003,325
2004,374
2005,446
2006,540
2007,655
2008,627
2009,509
2010,545
2011,404
2012,429
2013,410
2014,451
2015,655
2016,631
2017,431
2018,423
2019,462
2020,317
