Date,Sum_District,Sum_State
2010,20904392.973518997,44954178.955762
2011,18214858.839700006,41225356.237775005
2012,16604062.697999999,41828747.379089996
2013,17938358.052000005,41362910.24800002
2014,20383518.413999993,43522746.37900002
2015,16373508.391284002,44626563.78628404
2016,15233643.896000005,45437217.87
2017,15112209.602000004,43718896.53999997
2018,15836026.428000003,45858135.956999995
