Year,Violations
2001,65
2002,75
2003,271
2004,280
2005,409
2006,566
2007,654
2008,905
2009,675
2010,634
2011,639
2012,478
2013,567
2014,622
2015,478
2016,508
2017,381
2018,409
2019,492
2020,489
