YEAR,Total
2001,1
2002,5
2003,26
2004,46
2005,64
2006,55
2007,26
2008,52
2009,26
2010,38
2011,34
2012,26
2013,15
2014,9
2015,14
2016,24
2017,54
2018,136
2019,263
2020,227
