YEAR,Total
2001,16
2002,18
2003,14
2004,23
2005,27
2006,12
2007,9
2008,12
2009,10
2010,5
2011,6
2012,4
2013,1
2014,8
2015,4
2016,20
2017,60
2018,679
2019,1293
2020,1470
