Year,Violations
2001,82
2002,86
2003,138
2004,154
2005,181
2006,372
2007,365
2008,495
2009,614
2010,522
2011,593
2012,630
2013,644
2014,1058
2015,1387
2016,1844
2017,1637
2018,1444
2019,1460
2020,1155
