Year,Violations
2001,51
2002,57
2003,50
2004,32
2005,32
2006,21
2007,29
2008,35
2009,38
2010,64
2011,56
2012,65
2013,64
2014,98
2015,112
2016,83
2017,335
2018,650
2019,795
2020,655
