Date,Count
2001,0
2002,3
2003,0
2004,3
2005,2
2006,3
2007,3
2008,1
2009,3
2010,4
2011,1
2012,2
2013,4
2014,25
2015,75
2016,47
2017,45
2018,36
2019,46
2020,30
