YEAR,Total
2001,179
2002,216
2003,226
2004,224
2005,254
2006,230
2007,236
2008,344
2009,308
2010,265
2011,288
2012,239
2013,153
2014,174
2015,134
2016,84
2017,359
2018,671
2019,894
2020,780
