Year,Violations
2001,47
2002,34
2003,38
2004,24
2005,24
2006,23
2007,37
2008,19
2009,19
2010,17
2011,17
2012,16
2013,24
2014,60
2015,49
2016,60
2017,137
2018,176
2019,177
2020,141
