Date,Amount,Count
2001,428396,5
2002,130000,4
2003,287500,6
2004,861800,13
2005,78392,9
2006,34600,7
2007,994808,12
2008,451000,7
2009,0,5
2010,0,1
2011,80000,3
2012,24200,6
2013,32000,4
2014,0,0
2015,0,1
2016,592500,3
2017,704000,3
2018,1026500,8
2019,235205,24
2020,33910,4
