YEAR,Total
2001,1
2002,2
2003,1
2004,5
2005,11
2006,21
2007,16
2008,20
2009,5
2010,9
2011,16
2012,2
2013,16
2014,9
2015,3
2016,3
2017,62
2018,199
2019,302
2020,263
