Year,Violations
2001,307
2002,245
2003,259
2004,277
2005,323
2006,211
2007,198
2008,380
2009,326
2010,377
2011,355
2012,255
2013,197
2014,161
2015,228
2016,267
2017,189
2018,144
2019,202
2020,255
