Date,Sum_District,Sum_State
2010,2276704.8940000003,23534101.421347007
2011,1701703.6569000003,20592731.542181004
2012,1291839.497,18129261.47317201
2013,1380602.827,18662615.445799995
2014,1313713.76007,16855917.091119997
2015,1041598.0285759999,17180315.608515993
2016,1028567.9273940001,16346207.358394003
2017,989884.962591,15738466.552591002
2018,1456218.3613940002,13409773.195394
