Date,Amount,Count
2001,366660,21
2002,205300,12
2003,51325,7
2004,133615,25
2005,121766,20
2006,481083,34
2007,152250,17
2008,28220,8
2009,447179,31
2010,60554,35
2011,45766,12
2012,86745,21
2013,566508,19
2014,50122,10
2015,321313,11
2016,415141,14
2017,27086,12
2018,69908,10
2019,89536,3
2020,330002,6
