Date,Sum
2010,4884282.748000001
2011,5197414.996599999
2012,5319020.998799998
2013,6438515.501299999
2014,5906400.475819
2015,6619743.536107001
2016,6217920.7047430035
2017,6031617.900133999
2018,6094362.626912998
