Year,Violations
2001,129
2002,295
2003,538
2004,609
2005,747
2006,1068
2007,1080
2008,1032
2009,1047
2010,918
2011,865
2012,729
2013,537
2014,626
2015,587
2016,559
2017,473
2018,383
2019,446
2020,298
