YEAR,Total
2001,9
2002,2
2003,0
2004,4
2005,37
2006,102
2007,133
2008,152
2009,182
2010,110
2011,41
2012,65
2013,183
2014,118
2015,96
2016,148
2017,187
2018,234
2019,238
2020,188
