YEAR,Total
2001,4
2002,5
2003,4
2004,0
2005,4
2006,4
2007,6
2008,0
2009,0
2010,0
2011,1
2012,0
2013,0
2014,0
2015,1
2016,0
2017,2
2018,44
2019,65
2020,57
