Year,Violations
2001,64
2002,114
2003,169
2004,105
2005,64
2006,98
2007,116
2008,197
2009,299
2010,302
2011,277
2012,160
2013,273
2014,213
2015,211
2016,203
2017,144
2018,205
2019,337
2020,302
