Date,Count
2001,12
2002,10
2003,15
2004,11
2005,11
2006,52
2007,86
2008,180
2009,70
2010,44
2011,72
2012,58
2013,51
2014,69
2015,22
2016,51
2017,7
2018,24
2019,30
