YEAR,Total
2001,12
2002,4
2003,4
2004,4
2005,4
2006,4
2007,4
2008,4
2009,4
2010,4
2011,59
2012,54
2013,100
2014,60
2015,60
2016,62
2017,195
2018,709
2019,1628
2020,1666
