,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
49183,GARLAND PLANT,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110022532687,32.921956,-96.637803
101554,CHARLES M HINTON JR REGIONAL LANDFILL,2,,http://echo.epa.gov/detailed-facility-report?fid=110031209966,32.962749,-96.534024
157,SANDEN INTERNATIONAL USA WYLIE,0,,http://echo.epa.gov/detailed-facility-report?fid=110001132122,33.00383,-96.5612
381,LAKESIDE CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110005109603,32.879545,-96.7707
1224,EMPIRE DRY CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001877540,32.83651,-96.7707
1326,CRYSTAL DRY CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001876603,32.817918,-96.802382
2535,PAR PRODUCTS,0,,http://echo.epa.gov/detailed-facility-report?fid=110000456710,33.00758,-96.5512
2995,PRESTON HOLLOW DRY CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110009499649,32.863762,-96.835503
3587,TRI QUINT SEMICONDUCTOR TEXAS INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110039511267,32.933261,-96.753508
4974,VILLAGES AT CLEAR SPRINGS,0,,http://echo.epa.gov/detailed-facility-report?fid=110037591816,32.98509,-96.6694
5270,APAC-TEXAS NORTH STAR PLANT,0,,http://echo.epa.gov/detailed-facility-report?fid=110001871154,32.9559,-96.65407
5838,MARKET PLACE DRY CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110006533572,32.93037,-96.66246
5959,MANHATTAN DRY CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001873848,32.909699,-96.804077
7449,U.S. DRY CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001877531,32.83651,-96.76962
10149,CLASSIC BMW,0,,http://echo.epa.gov/detailed-facility-report?fid=110024826900,32.954229999999995,-96.7319
10556,VOGUE DRY CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001877522,32.83651,-96.76882
10996,VOGUE CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001872974,32.8597,-96.768
11768,UPTOWN DRY CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001876596,32.82336,-96.7872
12226,AC APPLIANCE PROS,0,,http://echo.epa.gov/detailed-facility-report?fid=110020688585,32.97172,-96.71529
12999,ROWLETT 1-DAY DRY CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001877434,32.9075,-96.571259
