YEAR,Total
2001,11
2002,17
2003,89
2004,175
2005,174
2006,52
2007,56
2008,52
2009,78
2010,58
2011,21
2012,22
2013,25
2014,30
2015,51
2016,48
2017,33
2018,43
2019,55
2020,26
