Date,Count
2001,10
2002,106
2003,73
2004,104
2005,138
2006,67
2007,25
2008,21
2009,52
2010,54
2011,78
2012,105
2013,52
2014,53
2015,42
2016,25
2017,31
2018,30
2019,26
2020,16
