Year,Violations
2001,5
2002,14
2003,20
2004,0
2005,0
2006,0
2007,1
2008,2
2009,8
2010,1
2011,3
2012,2
2014,1
2015,2
2016,9
2017,12
2018,18
2019,33
2020,13
